"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"Female",0,"Yes","No",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.15,156.25,"Yes"
"Female",0,"Yes","No",48,"No","No phone service","DSL","No","Yes","Yes","No","No","No","One year","No","Mailed check",34.7,1604.5,"Yes"
"Female",0,"No","No",10,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",24.5,270.15,"No"
"Male",0,"Yes","No",61,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.45,1538.6,"No"
"Male",0,"Yes","Yes",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",21.15,306.05,"No"
"Male",0,"No","No",7,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",96.2,639.7,"No"
"Male",0,"No","No",9,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",81.15,784.45,"No"
"Female",0,"No","No",27,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",94.55,2724.6,"Yes"
"Male",1,"No","No",35,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",73,2471.25,"No"
"Male",0,"Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",114.75,7842.3,"No"
"Female",0,"No","No",31,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.05,2227.8,"No"
"Male",1,"No","No",37,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.1,3744.05,"Yes"
"Male",1,"Yes","No",30,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",77.9,2351.45,"No"
"Male",1,"No","No",55,"No","No phone service","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",44.85,2479.05,"No"
"Male",0,"No","No",10,"Yes","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Mailed check",59.65,638.95,"No"
"Female",1,"Yes","No",66,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",108.1,7181.95,"No"
"Male",0,"Yes","Yes",46,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","One year","No","Mailed check",56.9,2560.1,"No"
"Male",0,"No","No",46,"No","No phone service","DSL","No","No","Yes","Yes","No","No","One year","No","Credit card (automatic)",33.7,1537.85,"No"
"Female",1,"Yes","No",50,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",108.75,5431.9,"No"
"Female",0,"No","No",6,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",49.65,267.35,"Yes"
"Male",0,"No","Yes",37,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Credit card (automatic)",61.45,2302.35,"No"
"Male",0,"No","No",24,"Yes","Yes","DSL","No","No","No","Yes","No","No","One year","No","Bank transfer (automatic)",54.6,1242.25,"No"
"Female",0,"Yes","Yes",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.7,599.25,"No"
"Female",0,"Yes","No",64,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","Yes","Mailed check",96.9,6314.35,"No"
"Female",0,"No","No",38,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",84.1,3187.65,"No"
"Male",0,"No","No",26,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","No","Electronic check",89.8,2335.3,"Yes"
"Male",0,"No","Yes",25,"No","No phone service","DSL","Yes","No","No","No","Yes","No","One year","Yes","Credit card (automatic)",40.65,970.55,"No"
"Female",0,"No","No",12,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Mailed check",95.5,1115.15,"Yes"
"Male",0,"No","No",26,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",98.65,2537,"No"
"Female",0,"No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.35,89.35,"No"
"Female",1,"No","No",10,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",29.65,291.4,"Yes"
"Male",0,"Yes","Yes",65,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.75,1715.1,"No"
"Male",0,"No","Yes",62,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20,1250.1,"No"
"Female",1,"No","No",50,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",104.95,5222.35,"No"
"Male",0,"No","No",4,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","No","Electronic check",30.5,118.4,"No"
"Female",0,"Yes","No",51,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",69.15,3649.6,"No"
"Male",1,"No","No",12,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.45,1200.15,"Yes"
"Male",0,"Yes","Yes",63,"No","No phone service","DSL","No","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",39.35,2395.05,"No"
"Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.6,70.6,"Yes"
"Female",0,"Yes","No",48,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",105.1,5083.55,"No"
"Male",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.75,39.3,"No"
"Female",0,"No","No",50,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.75,989.05,"No"
"Male",1,"No","No",18,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",80.55,1411.65,"No"
"Female",0,"No","No",38,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.05,741.5,"No"
"Male",0,"No","No",13,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80.85,1008.7,"Yes"
"Female",0,"No","No",31,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",84.75,2613.4,"No"
"Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",79.5,5661.7,"No"
"Male",0,"No","No",55,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Mailed check",100.9,5552.05,"No"
"Female",1,"No","No",20,"Yes","Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",61.6,1174.35,"Yes"
"Male",1,"No","No",32,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",96.15,3019.25,"Yes"
"Female",0,"Yes","No",70,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Credit card (automatic)",65.3,4759.75,"Yes"
"Male",0,"Yes","Yes",62,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Two year","Yes","Credit card (automatic)",89.1,5411.65,"No"
"Male",0,"Yes","Yes",67,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",103.15,6895.5,"No"
"Female",0,"Yes","No",71,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","No","Mailed check",95.65,6856.95,"No"
"Female",1,"Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.55,69.55,"Yes"
"Female",0,"No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",19.7,129.55,"No"
"Male",0,"No","No",7,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",51,354.05,"Yes"
"Male",0,"Yes","No",34,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.05,679,"No"
"Male",0,"Yes","No",64,"Yes","Yes","DSL","No","Yes","No","Yes","No","Yes","One year","Yes","Mailed check",70.15,4480.7,"No"
"Female",0,"No","No",26,"Yes","No","DSL","No","Yes","Yes","No","No","No","One year","Yes","Mailed check",56.05,1553.2,"No"
"Male",0,"No","Yes",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",19.95,219.5,"No"
"Female",0,"No","No",53,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","One year","No","Mailed check",98.6,5311.85,"No"
"Female",0,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.6,84.6,"No"
"Male",0,"No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",50.75,50.75,"No"
"Male",1,"Yes","No",45,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",98.7,4525.8,"No"
"Female",0,"Yes","Yes",65,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",25.3,1748.55,"No"
"Male",1,"Yes","No",16,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",71.8,1167.8,"Yes"
"Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.2,20.2,"No"
"Female",1,"No","No",67,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",92.45,6140.85,"No"
"Male",0,"No","No",4,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",51.75,201.1,"Yes"
"Male",0,"Yes","Yes",30,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",94.4,2838.7,"Yes"
"Male",0,"Yes","Yes",51,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",23.95,1216.35,"No"
"Female",1,"No","No",21,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.4,2025.1,"No"
"Male",1,"Yes","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",115.05,8016.6,"No"
"Male",0,"No","No",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",19.6,356.15,"No"
"Female",1,"Yes","No",56,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",76.85,4275.75,"No"
"Female",1,"No","No",49,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","One year","No","Bank transfer (automatic)",103,5166.2,"No"
"Female",1,"Yes","No",3,"Yes","No","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Mailed check",83.9,267.4,"Yes"
"Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.85,69.85,"Yes"
"Male",0,"No","No",51,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",19.1,1007.8,"No"
"Male",0,"Yes","Yes",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",113.15,7856,"Yes"
"Female",0,"No","No",46,"Yes","No","DSL","No","No","Yes","Yes","No","No","Two year","No","Credit card (automatic)",54.35,2460.15,"Yes"
"Male",0,"No","Yes",15,"Yes","No","DSL","No","No","Yes","Yes","No","No","One year","No","Credit card (automatic)",55.2,864.55,"No"
"Female",1,"No","No",40,"No","No phone service","DSL","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",55.8,2109.35,"Yes"
"Female",0,"Yes","Yes",38,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",54.5,2076.05,"No"
"Male",1,"Yes","No",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.85,485.25,"No"
"Male",0,"No","Yes",6,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",26.35,184.05,"No"
"Male",0,"No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.65,109.3,"No"
"Female",1,"Yes","Yes",28,"No","No phone service","DSL","No","Yes","No","No","No","Yes","One year","Yes","Electronic check",39.1,1096.6,"No"
"Male",1,"Yes","No",70,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",105.35,7511.9,"No"
"Male",0,"Yes","No",18,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.75,1691.9,"No"
"Female",0,"No","Yes",44,"Yes","Yes","DSL","No","Yes","No","No","Yes","Yes","One year","Yes","Mailed check",77.55,3471.1,"No"
"Female",0,"Yes","Yes",37,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.25,3314.15,"No"
"Male",0,"No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.7,117.8,"No"
"Male",0,"Yes","No",40,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","One year","No","Electronic check",80.8,3132.75,"No"
"Female",1,"Yes","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.85,20.85,"Yes"
"Female",1,"Yes","No",34,"Yes","No","DSL","No","No","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)",64.2,2106.3,"No"
"Female",0,"Yes","No",1,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",35,35,"No"
"Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Two year","No","Bank transfer (automatic)",80.45,5737.6,"No"
"Male",0,"Yes","No",22,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",54.2,1152.7,"Yes"
"Female",0,"Yes","No",70,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",109.5,7674.55,"Yes"
"Male",1,"No","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.4,1809.35,"No"
"Female",0,"Yes","No",19,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",86.85,1564.4,"No"
"Female",1,"Yes","Yes",11,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",78.1,864.85,"No"
"Male",1,"No","No",49,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",81.35,4060.9,"No"
"Male",0,"No","No",6,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",80.5,463.05,"Yes"
"Female",1,"Yes","No",27,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",104.3,2867.75,"Yes"
"Female",0,"No","No",13,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check",89.4,1132.35,"Yes"
"Male",0,"No","No",67,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",19.8,1311.3,"No"
"Male",0,"Yes","Yes",69,"No","No phone service","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Mailed check",39.1,2779.5,"No"
"Male",0,"No","No",19,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.95,1931.75,"Yes"
"Female",0,"No","No",10,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",81,818.05,"Yes"
"Female",1,"No","No",59,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",99.5,5890,"No"
"Male",0,"No","No",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.3,475.1,"No"
"Female",0,"Yes","Yes",48,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Mailed check",39.4,1978.65,"No"
"Male",1,"Yes","No",30,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",105.7,3181.8,"No"
"Female",0,"Yes","No",23,"Yes","No","DSL","No","No","No","Yes","Yes","No","One year","No","Bank transfer (automatic)",60,1347.15,"No"
"Male",0,"Yes","No",44,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",90.65,3974.15,"No"
"Female",0,"No","No",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.4,266.6,"No"
"Female",0,"No","No",39,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","No","One year","Yes","Electronic check",95.55,3692.85,"Yes"
"Female",0,"No","No",27,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",89.2,2383.6,"No"
"Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.65,69.65,"Yes"
"Female",0,"Yes","No",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",84.4,6096.45,"No"
"Female",0,"No","No",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.8,475.2,"No"
"Male",1,"Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",109.75,7932.5,"No"
"Female",0,"No","No",42,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",49.55,2077.95,"No"
"Male",0,"Yes","No",5,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",81.3,416.3,"Yes"
"Female",0,"No","No",6,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Mailed check",85.95,514.6,"No"
"Female",0,"Yes","Yes",17,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.45,1451.6,"Yes"
"Male",0,"Yes","Yes",48,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",111.8,5443.65,"No"
"Female",0,"Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",115.15,8250,"No"
"Female",0,"Yes","No",69,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check",26.3,1763.55,"No"
"Male",0,"Yes","Yes",66,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",79.85,5234.95,"No"
"Female",0,"No","No",9,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",90.8,809.75,"Yes"
"Female",0,"Yes","Yes",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.3,602.9,"No"
"Male",1,"Yes","No",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.4,533.05,"No"
"Female",0,"No","No",13,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",78.75,995.35,"No"
"Female",0,"No","No",62,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",94,5757.2,"No"
"Female",0,"No","No",61,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.45,1336.35,"No"
"Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44,44,"No"
"Female",0,"Yes","Yes",44,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","One year","No","Electronic check",94.4,4295.35,"No"
"Male",0,"No","No",24,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",55.65,1400.55,"Yes"
"Female",0,"No","No",10,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.6,1060.2,"Yes"
"Female",0,"Yes","No",65,"Yes","No","DSL","Yes","Yes","Yes","No","No","Yes","Two year","No","Bank transfer (automatic)",71,4386.2,"No"
"Female",1,"No","No",1,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",86,86,"Yes"
"Male",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",21.2,52.05,"No"
"Male",1,"Yes","No",46,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",59.9,2816.65,"Yes"
"Male",0,"Yes","Yes",12,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",24,269.65,"No"
"Male",0,"No","No",1,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",85,85,"No"
"Female",0,"No","No",52,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","One year","Yes","Mailed check",80.2,4297.6,"No"
"Male",0,"No","No",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",19.1,1268.85,"No"
"Female",0,"No","No",27,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","No","Mailed check",78.2,2078.95,"No"
"Female",0,"No","No",6,"Yes","No","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",89.25,487.05,"No"
"Male",0,"No","No",6,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","No","Credit card (automatic)",78.65,483.3,"No"
"Female",0,"Yes","Yes",61,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.75,1311.6,"No"
"Female",1,"Yes","No",26,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",93.85,2381.55,"Yes"
"Male",1,"No","No",13,"Yes","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",59.9,788.35,"No"
"Female",1,"Yes","No",8,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84,613.4,"Yes"
"Female",0,"No","No",42,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",73.9,3160.55,"Yes"
"Female",0,"No","No",37,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","No","Credit card (automatic)",100.3,3541.4,"No"
"Male",0,"No","No",20,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",55,1165.55,"No"
"Male",0,"Yes","No",11,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",55.05,608.15,"No"
"Male",0,"Yes","Yes",66,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20,1374.2,"No"
"Female",1,"No","No",15,"Yes","Yes","DSL","No","No","No","Yes","No","No","Month-to-month","No","Credit card (automatic)",55,757.1,"Yes"
"Male",0,"No","No",64,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",104.4,6692.65,"No"
"Female",0,"No","No",46,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check",84.25,3847.6,"No"
"Male",0,"Yes","Yes",72,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",111.95,8033.1,"No"
"Male",0,"Yes","No",48,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",20.05,1036,"No"
"Female",0,"Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",93.2,6506.15,"No"
"Female",0,"Yes","Yes",67,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)",84.8,5598.3,"No"
"Female",1,"Yes","No",50,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Electronic check",100.65,5189.75,"No"
"Male",0,"No","No",33,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.35,689.75,"No"
"Female",1,"No","No",51,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.6,967.9,"No"
"Female",0,"Yes","No",3,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",91.5,242.95,"Yes"
"Male",0,"Yes","Yes",35,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.45,809.25,"No"
"Male",0,"Yes","No",12,"Yes","No","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",80.85,866.45,"Yes"
"Male",0,"No","No",4,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Mailed check",94.9,360.55,"No"
"Female",1,"Yes","Yes",12,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",29.3,355.9,"No"
"Male",1,"Yes","No",66,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",110.85,7491.75,"Yes"
"Male",0,"No","No",3,"No","No phone service","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",40.15,130.75,"Yes"
